,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
745,RONNIE ROBINSON INC,30.003446999999998,-81.68525600000002,http://echo.epa.gov/detailed-facility-report?fid=110005625635,FLD984260232,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/28/2000,,,,
746,ACCREDITED PAINT & BODY INC,29.676218,-82.299818,http://echo.epa.gov/detailed-facility-report?fid=110005626518,FLD984261859,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/16/1999,,,,
747,CALIBER COLLISION CENTER JACKSONVILLE FL DT 2059,30.330306,-81.664917,http://echo.epa.gov/detailed-facility-report?fid=110005646113,FLR000038562,FL,125,FL125,DEP WARNING LETTER,S  ,12/02/2002,,,,
748,A - 1 SCREEN ART INC,30.297194,-81.751639,http://echo.epa.gov/detailed-facility-report?fid=110012583533,FLR000076307,FL,125,FL125,DEP WARNING LETTER,S  ,06/25/2001,,,,
749,THE HASKELL COMPANY,30.35073,-81.73883000000002,http://echo.epa.gov/detailed-facility-report?fid=110002521183,FL0000857292,FL,125,FL125,DEP WARNING LETTER,S  ,10/21/1994,,,,
750,GAINESVILLE REGIONAL UTILITIES J R KELLY GENERATING STATION,29.646887,-82.32092,http://echo.epa.gov/detailed-facility-report?fid=110001736925,FLD000735753,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/16/2014,,,,
751,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,FLD004061842,FL,125,FL125,DEP WARNING LETTER,S  ,02/09/1989,,,,
752,FABCO AIR INC,29.700687,-82.277001,http://echo.epa.gov/detailed-facility-report?fid=110002532493,FLD053106555,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/16/1996,,,,
753,COLONIAL AUTO BODY,28.54935,-81.39192,http://echo.epa.gov/detailed-facility-report?fid=110002535882,FLD073220659,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,11/06/2006,,,,
754,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,115,FL115,DEP MEETING,S  ,06/10/2009,,,,
755,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,315,FL315,DEP CONSENT ORDER,S  ,09/21/2009,,7800.0,,
756,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,125,FL125,DEP WARNING LETTER,S  ,02/01/1991,,,,
757,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,125,FL125,DEP WARNING LETTER,S  ,05/12/2009,,,,
758,TTX COMPANY,30.33353300000001,-81.677547,http://echo.epa.gov/detailed-facility-report?fid=110001737899,FLD982156820,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,10/26/2015,,,,
759,CINNABAR FLORIDA INC,28.50866,-81.43698,http://echo.epa.gov/detailed-facility-report?fid=110005623753,FLD984256552,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,05/20/2011,,,,
760,TRINITY FABRICATORS INC,29.964299,-81.67475999999998,http://echo.epa.gov/detailed-facility-report?fid=110005639363,FLR000026385,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,08/19/2010,,,,
761,CROWLEY LINER SERVICES INC,30.35645,-81.62585,http://echo.epa.gov/detailed-facility-report?fid=110005655282,FLR000054221,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/13/2013,,,,
762,MOTION AUTO BODY & PAINT INC,28.669361,-81.507306,http://echo.epa.gov/detailed-facility-report?fid=110020488382,FLR000114132,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/02/2004,,,,
763,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,FL,315,FL315,DEP CONSENT ORDER,S  ,12/11/1990,,,,
764,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,SC,1,HQ120,WRITTEN INFORMAL,S  ,05/25/2012,,,,
765,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,SC,1,SC805,ENFORCEMENT REFERRAL,S  ,11/07/2011,,,,
766,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,SC,1,SC130,ENFORCEMENT CONFERENCE,S  ,07/11/2012,,,,
767,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,SC,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/19/2012,,1500.0,,
768,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,07/01/2010,,,,
769,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/15/2014,,,,
770,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,SC,2,SC130,ENFORCEMENT CONFERENCE,S  ,05/25/2012,,,,
771,CSX TRANSPOROTATION INC,30.32586,-81.66358000000002,http://echo.epa.gov/detailed-facility-report?fid=110002527070,FLD006921340,FL,115,FL115,DEP MEETING,S  ,08/12/2010,,,,
772,MIKE SHAD NISSAN OF ORANGE PARK,30.211909999999996,-81.73734,http://echo.epa.gov/detailed-facility-report?fid=110002547450,FLD981747371,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,03/30/2010,,,,
773,B & S BODY SHOP INC,30.300440000000002,-81.64216,http://echo.epa.gov/detailed-facility-report?fid=110002551257,FLD981859796,FL,125,FL125,DEP WARNING LETTER,S  ,10/21/1994,,,,
774,PARKER HANNIFIN CORPORATION,30.343940000000003,-81.70823,http://echo.epa.gov/detailed-facility-report?fid=110005275068,FLD982143281,FL,115,FL115,DEP MEETING,S  ,02/15/1996,,,,
775,PARKER HANNIFIN CORPORATION,30.343940000000003,-81.70823,http://echo.epa.gov/detailed-facility-report?fid=110005275068,FLD982143281,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,10/11/2001,,,,
776,PARKER HANNIFIN CORPORATION,30.343940000000003,-81.70823,http://echo.epa.gov/detailed-facility-report?fid=110005275068,FLD982143281,FL,115,FL115,DEP MEETING,S  ,03/03/1995,,,,
777,PARKER HANNIFIN CORPORATION,30.343940000000003,-81.70823,http://echo.epa.gov/detailed-facility-report?fid=110005275068,FLD982143281,FL,125,FL125,DEP WARNING LETTER,S  ,02/08/1994,,,,
778,PARKER HANNIFIN CORPORATION,30.343940000000003,-81.70823,http://echo.epa.gov/detailed-facility-report?fid=110005275068,FLD982143281,FL,315,FL315,DEP CONSENT ORDER,S  ,08/03/1994,,3000.0,,
779,PARKER HANNIFIN CORPORATION,30.343940000000003,-81.70823,http://echo.epa.gov/detailed-facility-report?fid=110005275068,FLD982143281,FL,115,FL115,DEP MEETING,S  ,03/25/1994,,,,
780,PARKER HANNIFIN CORPORATION,30.343940000000003,-81.70823,http://echo.epa.gov/detailed-facility-report?fid=110005275068,FLD982143281,FL,315,FL315,DEP CONSENT ORDER,S  ,06/03/1994,,,,
781,MELROSE AUTOMOTIVE CENTER INC,29.7075,-82.04333299999998,http://echo.epa.gov/detailed-facility-report?fid=110006157292,FLR000029181,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,03/31/2009,,,,
782,AUTOMASTERS,30.327610999999997,-81.733389,http://echo.epa.gov/detailed-facility-report?fid=110005278065,FLR000063669,FL,125,FL125,DEP WARNING LETTER,S  ,01/17/2001,,,,
783,XPRESS TRUCK LUBE,30.335805999999998,-81.7505,http://echo.epa.gov/detailed-facility-report?fid=110012585620,FLR000073114,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/16/2001,,,,
784,HYATT REGENCY JACKSONVILLE RIVERFRONT,30.32364,-81.65562,http://echo.epa.gov/detailed-facility-report?fid=110054828353,FLR000073221,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/20/2012,,,,
785,SUPERIOR MILLWORK CO,30.361553999999998,-81.645873,http://echo.epa.gov/detailed-facility-report?fid=110042181803,FLR000168062,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/26/2010,,,,
786,"L&J AWNINGS & SHADE STRUCTURES, INC DBA L&J SIGNS",28.51455,-81.39817,http://echo.epa.gov/detailed-facility-report?fid=110057229191,FLR000183145,FL,115,FL115,DEP MEETING,S  ,04/19/2012,,,,
787,"L&J AWNINGS & SHADE STRUCTURES, INC DBA L&J SIGNS",28.51455,-81.39817,http://echo.epa.gov/detailed-facility-report?fid=110057229191,FLR000183145,FL,125,FL125,DEP WARNING LETTER,S  ,04/09/2012,,,,
788,"L&J AWNINGS & SHADE STRUCTURES, INC DBA L&J SIGNS",28.51455,-81.39817,http://echo.epa.gov/detailed-facility-report?fid=110057229191,FLR000183145,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,08/17/2012,,2930.0,,
789,SIEMENS STROMBERG CARLSON CORP,28.787761,-81.29209399999998,http://echo.epa.gov/detailed-facility-report?fid=110008318203,FLD000129049,FL,835,FL835,DEP RCRA REFERRAL TO DEP CLEANUP,S  ,09/09/1994,,,,
790,SIEMENS STROMBERG CARLSON CORP,28.787761,-81.29209399999998,http://echo.epa.gov/detailed-facility-report?fid=110008318203,FLD000129049,FL,125,FL125,DEP WARNING LETTER,S  ,09/09/1994,,,,
791,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,FLD004061529,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/28/1997,,,,
792,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,FLD004061529,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/11/2000,,,,
793,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,FLD004061529,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/05/2012,,,,
794,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,FLD004061529,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/16/2007,,,,
795,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,FLD004061529,FL,125,FL125,DEP WARNING LETTER,S  ,12/16/1994,,,,
796,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,FLD004061529,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/25/2017,,,,
797,THERMO KING OF NORTH FLORIDA INC,30.333410999999998,-81.731084,http://echo.epa.gov/detailed-facility-report?fid=110002556449,FLD982080319,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/22/2001,,,,
798,BIG J'S AUTO SALES,28.542401,-81.421701,http://echo.epa.gov/detailed-facility-report?fid=110005596952,FLD984181313,FL,615,FL615,JUDICIAL CONSENT DECREE,S  ,11/16/2006,,6750.0,,
799,BIG J'S AUTO SALES,28.542401,-81.421701,http://echo.epa.gov/detailed-facility-report?fid=110005596952,FLD984181313,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,07/29/2004,,,,
800,BIG J'S AUTO SALES,28.542401,-81.421701,http://echo.epa.gov/detailed-facility-report?fid=110005596952,FLD984181313,FL,415,FL415,DEP REFERRAL TO OGC,S  ,05/14/2004,,,,
801,BIG J'S AUTO SALES,28.542401,-81.421701,http://echo.epa.gov/detailed-facility-report?fid=110005596952,FLD984181313,FL,125,FL125,DEP WARNING LETTER,S  ,04/13/2004,,,,
802,BIG J'S AUTO SALES,28.542401,-81.421701,http://echo.epa.gov/detailed-facility-report?fid=110005596952,FLD984181313,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,04/10/2006,,,,
803,BIG J'S AUTO SALES,28.542401,-81.421701,http://echo.epa.gov/detailed-facility-report?fid=110005596952,FLD984181313,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,03/05/2004,,,,
804,ICHIBAN AUTO CUSTOMIZING & REPAIR,30.326746999999997,-81.586236,http://echo.epa.gov/detailed-facility-report?fid=110005597844,FLD984183962,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/09/2011,,,,
805,ICHIBAN AUTO CUSTOMIZING & REPAIR,30.326746999999997,-81.586236,http://echo.epa.gov/detailed-facility-report?fid=110005597844,FLD984183962,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/21/2005,,,,
806,OSTEEN BROS INC,29.641384000000002,-82.32001600000002,http://echo.epa.gov/detailed-facility-report?fid=110005600590,FLD984194290,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/25/1996,,,,
807,NEWSOM OIL CO INC,28.523457,-81.383414,http://echo.epa.gov/detailed-facility-report?fid=110005630077,FLR000006346,FL,125,FL125,DEP WARNING LETTER,S  ,10/09/2002,,,,
808,NEWSOM OIL CO INC,28.523457,-81.383414,http://echo.epa.gov/detailed-facility-report?fid=110005630077,FLR000006346,FL,315,FL315,DEP CONSENT ORDER,S  ,03/17/2003,,2400.0,,
809,APPETIZING AUTO REPAIR,28.544689,-81.443033,http://echo.epa.gov/detailed-facility-report?fid=110005651801,FLR000048058,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,05/06/2003,,,,
810,APPETIZING AUTO REPAIR,28.544689,-81.443033,http://echo.epa.gov/detailed-facility-report?fid=110005651801,FLR000048058,FL,315,FL315,DEP CONSENT ORDER,S  ,07/22/2003,,1000.0,,
811,DRUMMOND PRESS INC,30.331645,-81.69097099999998,http://echo.epa.gov/detailed-facility-report?fid=110005653532,FLR000051144,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/25/2011,,,,
812,ACE FABRICATORS INC,30.36264000000001,-81.63044000000002,http://echo.epa.gov/detailed-facility-report?fid=110012539690,FLR000071449,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/30/2010,,,,
813,ACE FABRICATORS INC,30.36264000000001,-81.63044000000002,http://echo.epa.gov/detailed-facility-report?fid=110012539690,FLR000071449,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,07/16/2010,,,,
814,ACE FABRICATORS INC,30.36264000000001,-81.63044000000002,http://echo.epa.gov/detailed-facility-report?fid=110012539690,FLR000071449,FL,115,FL115,DEP MEETING,S  ,07/19/2010,,,,
815,ARLINGTON ATHLETIC,30.3337,-81.60113299999998,http://echo.epa.gov/detailed-facility-report?fid=110012583070,FLR000077438,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,06/18/2001,,,,
816,B & S AUTOMOTIVE CENTER,30.294789,-81.638403,http://echo.epa.gov/detailed-facility-report?fid=110012580590,FLR000081059,FL,125,FL125,DEP WARNING LETTER,S  ,01/03/2002,,,,
817,COMPAC FILTRATION - STATE STREET,30.339818,-81.675255,http://echo.epa.gov/detailed-facility-report?fid=110017874255,FLR000107862,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,02/01/2005,,,,
818,COMPAC FILTRATION - STATE STREET,30.339818,-81.675255,http://echo.epa.gov/detailed-facility-report?fid=110017874255,FLR000107862,FL,125,FL125,DEP WARNING LETTER,S  ,05/26/2006,,,,
819,COMPAC FILTRATION - STATE STREET,30.339818,-81.675255,http://echo.epa.gov/detailed-facility-report?fid=110017874255,FLR000107862,FL,125,FL125,DEP WARNING LETTER,S  ,07/13/2004,,,,
820,COMPAC FILTRATION - STATE STREET,30.339818,-81.675255,http://echo.epa.gov/detailed-facility-report?fid=110017874255,FLR000107862,FL,115,FL115,DEP MEETING,S  ,10/04/2004,,,,
821,POWERED BY FORD INC,28.524497999999998,-81.384688,http://echo.epa.gov/detailed-facility-report?fid=110055444121,FLR000199315,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/23/2013,,,,
822,HG AUTOMOTIVE SPECIALIST,28.552609999999998,-81.44935,http://echo.epa.gov/detailed-facility-report?fid=110069375321,FLR000219196,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/03/2016,,,,
823,PALM CHEVROLET OF GAINESVILLE LLC,29.676935999999998,-82.32068000000002,http://echo.epa.gov/detailed-facility-report?fid=110002532126,FLD050767904,FL,125,FL125,DEP WARNING LETTER,S  ,07/31/1995,,,,
824,PALM CHEVROLET OF GAINESVILLE LLC,29.676935999999998,-82.32068000000002,http://echo.epa.gov/detailed-facility-report?fid=110002532126,FLD050767904,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/26/2011,,,,
825,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,125,FL125,DEP WARNING LETTER,S  ,02/01/2001,,,,
826,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,315,FL315,DEP CONSENT ORDER,S  ,06/11/2001,,9648.6,,
827,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,JLB,HQ210,INITIAL 3008(A) COMPLIANCE,E  ,09/30/1997,,,,
828,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,115,FL115,DEP MEETING,S  ,04/11/1995,,,,
829,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,APT,HQ210,INITIAL 3008(A) COMPLIANCE,E  ,09/25/1997,49330.0,,,
830,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,115,FL115,DEP MEETING,S  ,06/17/2008,,,,
831,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,JLB,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,02/04/1998,,20280.0,,
832,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,125,FL125,DEP WARNING LETTER,S  ,05/13/2008,,,,
833,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,125,FL125,DEP WARNING LETTER,S  ,04/30/2002,,,,
834,PEC INDUSTRIES RELIANCE ELECTRIC CO,28.457091,-81.457679,http://echo.epa.gov/detailed-facility-report?fid=110009274908,FLD095558466,FL,125,FL125,DEP WARNING LETTER,S  ,03/03/1995,,,,
835,HAZARDS INC,30.32941,-81.63055,http://echo.epa.gov/detailed-facility-report?fid=110002539539,FLD108938408,FL,125,FL125,DEP WARNING LETTER,S  ,04/30/1990,,,,
836,HAZARDS INC,30.32941,-81.63055,http://echo.epa.gov/detailed-facility-report?fid=110002539539,FLD108938408,FL,615,FL615,JUDICIAL CONSENT DECREE,S  ,01/09/1992,,8882500.0,,
837,HAZARDS INC,30.32941,-81.63055,http://echo.epa.gov/detailed-facility-report?fid=110002539539,FLD108938408,FL,415,FL415,DEP REFERRAL TO OGC,S  ,07/27/1990,,,,
838,HAZARDS INC,30.32941,-81.63055,http://echo.epa.gov/detailed-facility-report?fid=110002539539,FLD108938408,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,02/21/1991,,,,
839,ACTION LABEL CO INC,28.815663,-81.330278,http://echo.epa.gov/detailed-facility-report?fid=110006180015,FLD175832195,FL,125,FL125,DEP WARNING LETTER,S  ,06/26/1992,,,,
840,FLORIDA DOT - MATERIALS OFFICE,29.67128,-82.2986,http://echo.epa.gov/detailed-facility-report?fid=110002541651,FLD980708721,FL,125,FL125,DEP WARNING LETTER,S  ,03/12/1997,,,,
841,ADVANCE DRIVELINE INC,28.60785,-81.41894,http://echo.epa.gov/detailed-facility-report?fid=110002543711,FLD981024177,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/15/2017,,,,
842,INTERNATIONAL BALER,30.35525,-81.73602,http://echo.epa.gov/detailed-facility-report?fid=110005594570,FLD984171991,FL,125,FL125,DEP WARNING LETTER,S  ,09/29/1989,,,,
843,ORLANDO CHRYSLER JEEP HYUNDAI,28.551984,-81.430803,http://echo.epa.gov/detailed-facility-report?fid=110005595203,FLD984175877,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,09/14/1993,,13200.0,,
844,ORLANDO CHRYSLER JEEP HYUNDAI,28.551984,-81.430803,http://echo.epa.gov/detailed-facility-report?fid=110005595203,FLD984175877,FL,125,FL125,DEP WARNING LETTER,S  ,04/28/2004,,,,
845,ORLANDO CHRYSLER JEEP HYUNDAI,28.551984,-81.430803,http://echo.epa.gov/detailed-facility-report?fid=110005595203,FLD984175877,FL,115,FL115,DEP MEETING,S  ,06/25/2004,,,,
846,ORLANDO CHRYSLER JEEP HYUNDAI,28.551984,-81.430803,http://echo.epa.gov/detailed-facility-report?fid=110005595203,FLD984175877,FL,125,FL125,DEP WARNING LETTER,S  ,10/15/1992,,,,
847,ORLANDO CHRYSLER JEEP HYUNDAI,28.551984,-81.430803,http://echo.epa.gov/detailed-facility-report?fid=110005595203,FLD984175877,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,02/28/2005,,6250.0,,
848,CERTIFIED AUTO BODY REPAIR,28.803247,-81.26495,http://echo.epa.gov/detailed-facility-report?fid=110005625617,FLD984260190,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,04/12/2006,,,,
849,AUTOCRAFTERS COLLISION REPAIR,30.182767,-81.700764,http://echo.epa.gov/detailed-facility-report?fid=110005636927,FLR000020883,FL,125,FL125,DEP WARNING LETTER,S  ,01/29/2001,,,,
850,AUTOCRAFTERS COLLISION REPAIR,30.182767,-81.700764,http://echo.epa.gov/detailed-facility-report?fid=110005636927,FLR000020883,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,05/19/2011,,,,
851,DRIVE TIME,28.802355,-81.293318,http://echo.epa.gov/detailed-facility-report?fid=110012550248,FLR000082131,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,04/06/2011,,,,
852,DRIVE TIME,28.802355,-81.293318,http://echo.epa.gov/detailed-facility-report?fid=110012550248,FLR000082131,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/11/2017,,,,
853,DRIVE TIME,28.802355,-81.293318,http://echo.epa.gov/detailed-facility-report?fid=110012550248,FLR000082131,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,09/24/2002,,,,
854,MAITLAND IMPORTERS INC,28.54,-81.393472,http://echo.epa.gov/detailed-facility-report?fid=110013371029,FLR000092908,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,10/28/2002,,,,
855,HOME DEPOT #6351,30.450509999999998,-81.70441,http://echo.epa.gov/detailed-facility-report?fid=110018874663,FLR000112151,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/17/2011,,,,
856,ACURA OF ORANGE PARK,30.21717,-81.73706,http://echo.epa.gov/detailed-facility-report?fid=110042404653,FLR000170373,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/30/2010,,,,
857,TECHNICAL SERVICES INC,30.330306,-81.691139,http://echo.epa.gov/detailed-facility-report?fid=110002517580,FL0000135764,FL,125,FL125,DEP WARNING LETTER,S  ,11/02/1993,,,,
858,TECHNICAL SERVICES INC,30.330306,-81.691139,http://echo.epa.gov/detailed-facility-report?fid=110002517580,FL0000135764,FL,115,FL115,DEP MEETING,S  ,12/20/1993,,,,
859,TECHNICAL SERVICES INC,30.330306,-81.691139,http://echo.epa.gov/detailed-facility-report?fid=110002517580,FL0000135764,FL,315,FL315,DEP CONSENT ORDER,S  ,05/15/1995,,,,
860,ST JOHNS PRE-OWNED CENTER,29.65067,-81.649407,http://echo.epa.gov/detailed-facility-report?fid=110008323849,FLD032631467,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/23/2007,,,,
861,LIONHEART INDUSTRIES ORLANDO PLATING,28.55172,-81.39608,http://echo.epa.gov/detailed-facility-report?fid=110000363026,FLD981027667,FL,115,FL115,DEP MEETING,S  ,09/11/2012,,,,
862,LIONHEART INDUSTRIES ORLANDO PLATING,28.55172,-81.39608,http://echo.epa.gov/detailed-facility-report?fid=110000363026,FLD981027667,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,11/07/2012,,,,
863,LIONHEART INDUSTRIES ORLANDO PLATING,28.55172,-81.39608,http://echo.epa.gov/detailed-facility-report?fid=110000363026,FLD981027667,FL,125,FL125,DEP WARNING LETTER,S  ,12/01/2010,,,,
864,LIONHEART INDUSTRIES ORLANDO PLATING,28.55172,-81.39608,http://echo.epa.gov/detailed-facility-report?fid=110000363026,FLD981027667,FL,125,FL125,DEP WARNING LETTER,S  ,06/14/1988,,,,
865,LIONHEART INDUSTRIES ORLANDO PLATING,28.55172,-81.39608,http://echo.epa.gov/detailed-facility-report?fid=110000363026,FLD981027667,FL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,09/14/2016,,12300.0,,
866,LIONHEART INDUSTRIES ORLANDO PLATING,28.55172,-81.39608,http://echo.epa.gov/detailed-facility-report?fid=110000363026,FLD981027667,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,06/27/2011,,2902.0,9608.0,9608.0
867,LIONHEART INDUSTRIES ORLANDO PLATING,28.55172,-81.39608,http://echo.epa.gov/detailed-facility-report?fid=110000363026,FLD981027667,FL,115,FL115,DEP MEETING,S  ,02/01/2011,,,,
868,JACKS BIVINS TIRE CO INC,30.326829999999998,-81.59695,http://echo.epa.gov/detailed-facility-report?fid=110002552390,FLD981866551,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/07/2011,,,,
869,PMG FINISHING,28.510284999999996,-81.427745,http://echo.epa.gov/detailed-facility-report?fid=110007421959,FLD982085003,FL,415,FL415,DEP REFERRAL TO OGC,S  ,09/23/1996,,,,
870,PMG FINISHING,28.510284999999996,-81.427745,http://echo.epa.gov/detailed-facility-report?fid=110007421959,FLD982085003,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,03/03/1998,,,,
871,"904 POWDERWORX, LLC",30.325148,-81.74515600000002,http://echo.epa.gov/detailed-facility-report?fid=110005594918,FLD984175232,FL,125,FL125,DEP WARNING LETTER,S  ,09/10/2019,,,,
