,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,REGISTRY_ID,REPORTING_YEAR,PGM_SYS_ACRNM,PGM_SYS_ID,POLLUTANT_NAME,ANNUAL_EMISSION,UNIT_OF_MEASURE,NEI_TYPE,NEI_HAP_VOC_FLAG
559,"PORT CONSOLIDATED, INC.",29.6559,-81.63884,http://echo.epa.gov/detailed-facility-report?fid=110070244783,110070244783,2018,TRIS,3217WPRTCN11WAS,Hexane,0.0,Pounds,,
560,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,110000523023,2012,TRIS,32254PPRSN155EL,Nitric acid,0.0,Pounds,,
561,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,110001737014,2013,TRIS,32208NTDST6825E,Mercury,36.84,Pounds,,
562,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,110000361821,2012,TRIS,32205MTLCN1100N,"Certain glycol ethers, a limited set -- TRI",34667.536,Pounds,,
563,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2017,TRIS,32809VLVLN1929D,Ethylbenzene,0.0,Pounds,,
564,AIRGAS USA LLC,30.343605,-81.749234,http://echo.epa.gov/detailed-facility-report?fid=110000362189,110000362189,2017,TRIS,32254RPRDS5837W,Ethylene,2162.0,Pounds,,
565,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2017,TRIS,32771SFTYK6CENT,Benzo[ghi]perylene,0.0,Pounds,,
566,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2014,TRIS,32206PRTCN151TA,Hexane,0.0,Pounds,,
567,CORK INDUSTRIES INC,30.325667,-81.743278,http://echo.epa.gov/detailed-facility-report?fid=110000362161,110000362161,2010,TRIS,32254CRKND5555W,Zinc compounds,0.0,Pounds,,
568,WWF OPERATING CO,30.33271,-81.69951999999998,http://echo.epa.gov/detailed-facility-report?fid=110022522741,110022522741,2017,TRIS,32209WHTWV2262W,Nitrate compounds -- TRI,0.0,Pounds,,
569,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2010,TRIS,32078GRGPCSTATE,Sulfuric acid,60000.0,Pounds,,
570,ARGOS USA,29.643887,-82.326252,http://echo.epa.gov/detailed-facility-report?fid=110005586277,110005586277,2009,TRIS,3260WGNSVL924SU,Lead,0.01612,Pounds,,
571,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2017,TRIS,32236RCHHLWESTB,Styrene,11641.0,Pounds,,
572,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2014,TRIS,32809VLVLN1929D,Toluene,0.0,Pounds,,
573,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2016,TRIS,32206PRTCN151TA,Naphthalene,0.0,Pounds,,
574,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2014,TRIS,32206WNSCR1035T,Benzo[ghi]perylene,0.0,Pounds,,
575,TAMKO BUILDING PRODUCTS INC,29.977221000000004,-81.66853,http://echo.epa.gov/detailed-facility-report?fid=110000498603,110000498603,2016,TRIS,32043TMKRF914HA,Polycyclic aromatic compounds -- TRI,2.5,Pounds,,
576,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2016,TRIS,32078GRGPCSTATE,Hydrogen sulfide,37000.0,Pounds,,
577,"HUBBELL LENOIR CITY, INC",29.652666999999997,-81.687667,http://echo.epa.gov/detailed-facility-report?fid=110000361741,110000361741,2018,TRIS,32178CDRSYAIRPO,Diisocyanates -- TRI,0.0,Pounds,,
578,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2015,TRIS,32078GRGPCSTATE,Polycyclic aromatic compounds -- TRI,99.0,Pounds,,
579,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2016,TRIS,32078GRGPCSTATE,Methanol,410000.0,Pounds,,
580,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2017,TRIS,32205NNCMP2051N,Hydrochloric acid,1646.0,Pounds,,
581,"PORT CONSOLIDATED, INC.",29.6559,-81.63884,http://echo.epa.gov/detailed-facility-report?fid=110070244783,110070244783,2017,TRIS,3217WPRTCN11WAS,Naphthalene,0.0,Pounds,,
582,JONES CHEMICAL,30.340998,-81.627273,http://echo.epa.gov/detailed-facility-report?fid=110000361910,110000361910,2012,TRIS,32206JNSCH1433T,Chlorine,5.0,Pounds,,
583,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2009,TRIS,32206WNSCR1035T,Benzo[ghi]perylene,0.0,Pounds,,
584,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2017,TRIS,32078GRGPCSTATE,Formic acid,0.0,Pounds,,
585,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2009,TRIS,32602PCRNC5002S,Methanol,175.0,Pounds,,
586,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2012,TRIS,32206PRTCN151TA,Benzene,0.0,Pounds,,
587,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2013,TRIS,32078GRGPCSTATE,Hydrochloric acid,48000.0,Pounds,,
588,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2015,TRIS,32078GRGPCSTATE,Phenol,14000.0,Pounds,,
589,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2013,TRIS,32206PRTCN151TA,Toluene,0.0,Pounds,,
590,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2012,TRIS,32602PCRNC5002S,Hexachlorobenzene,0.0,Pounds,,
591,AIRGAS USA LLC,30.343605,-81.749234,http://echo.epa.gov/detailed-facility-report?fid=110000362189,110000362189,2009,TRIS,32254RPRDS5837W,Ethylene,2835.0,Pounds,,
592,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2011,TRIS,32078GRGPCSTATE,Benzo[ghi]perylene,2.0,Pounds,,
593,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2011,TRIS,32078GRGPCSTATE,Dioxin and dioxin-like compounds -- TRI,0.0017036999999999998,Pounds,,
594,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2011,TRIS,32771CRPPP31BRW,Chromium,0.0,Pounds,,
595,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2011,TRIS,32206WNSCR1035T,Copper compounds -- TRI,0.0,Pounds,,
596,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2012,TRIS,32771SFTYK6CENT,Polycyclic aromatic compounds -- TRI,0.0,Pounds,,
597,RYAN FOODS COMPANY,30.33294,-81.7,http://echo.epa.gov/detailed-facility-report?fid=110056536887,110056536887,2017,TRIS,32209LNGLF2198W,Nitric acid,0.0,Pounds,,
598,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2018,TRIS,32602PCRNC5002S,Xylene,603.0,Pounds,,
599,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2014,TRIS,32771SFTYK6CENT,Zinc compounds,0.0,Pounds,,
600,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2010,TRIS,32206PRTCN151TA,Benzene,0.0,Pounds,,
601,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2017,TRIS,32078GRGPCSTATE,Barium compounds -- TRI ,450.0,Pounds,,
602,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2017,TRIS,32078GRGPCSTATE,Lead compounds,30.0,Pounds,,
603,"PORT CONSOLIDATED, INC.",30.36735,-81.63417,http://echo.epa.gov/detailed-facility-report?fid=110046123574,110046123574,2011,TRIS,3220WPRTCN452BE,Zinc compounds,0.0,Pounds,,
604,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2011,TRIS,32078GRGPCSTATE,Chlorine dioxide,13005.0,Pounds,,
605,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2015,TRIS,32809VLVLN1929D,Xylene,0.0,Pounds,,
606,"PORT CONSOLIDATED, INC.",29.6559,-81.63884,http://echo.epa.gov/detailed-facility-report?fid=110070244783,110070244783,2018,TRIS,3217WPRTCN11WAS,Toluene,0.0,Pounds,,
607,"OLDCASTLE LAWN AND GARDEN, INC.",29.826116,-81.659215,http://echo.epa.gov/detailed-facility-report?fid=110043694106,110043694106,2016,TRIS,3200WLDCSTPBX46,Lead compounds,0.0,Pounds,,
608,NEW NGC INCD/B/A NATIONAL GYPSUM CO,29.981806,-81.662498,http://echo.epa.gov/detailed-facility-report?fid=110009075945,110009075945,2010,TRIS,32043NFXSN1767W,Lead compounds,0.0,Pounds,,
609,CEMEX CONSTRUCTION MATERIALS FL LLC-LOCKHART READY-MIX PLANT,28.612999,-81.429625,http://echo.epa.gov/detailed-facility-report?fid=110054827292,110054827292,2018,TRIS,3281WLCKHR44CLA,Lead compounds,0.0,Pounds,,
610,MODERN WELDING COMPANY OF FLORIDA,28.522340000000003,-81.38311,http://echo.epa.gov/detailed-facility-report?fid=110000363044,110000363044,2016,TRIS,32806MDRNW1801A,Styrene,5046.0,Pounds,,
611,"HUBBELL LENOIR CITY, INC",29.652666999999997,-81.687667,http://echo.epa.gov/detailed-facility-report?fid=110000361741,110000361741,2017,TRIS,32178CDRSYAIRPO,Diisocyanates -- TRI,0.0,Pounds,,
612,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2014,TRIS,32078GRGPCSTATE,Acetaldehyde,36300.0,Pounds,,
613,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2015,TRIS,32809VLVLN1929D,Naphthalene,0.0,Pounds,,
614,ARGOS USA,29.643887,-82.326252,http://echo.epa.gov/detailed-facility-report?fid=110005586277,110005586277,2018,TRIS,3260WGNSVL924SU,Lead,0.28,Pounds,,
615,CHEMICAL SYSTEMS OF ORLANDO INCORPORATED,28.723333,-81.582306,http://echo.epa.gov/detailed-facility-report?fid=110000363008,110000363008,2018,TRIS,32798CHMCL6429W,Nitric acid,0.0,Pounds,,
616,CHEMICAL SYSTEMS OF ORLANDO INCORPORATED,28.723333,-81.582306,http://echo.epa.gov/detailed-facility-report?fid=110000363008,110000363008,2017,TRIS,32798CHMCL6429W,Nitric acid,0.0,Pounds,,
617,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2015,TRIS,32771CRPPP31BRW,Nickel,0.0,Pounds,,
618,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2018,TRIS,32236RCHHLWESTB,Ethylene glycol,395.0,Pounds,,
619,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,110000361821,2013,TRIS,32205MTLCN1100N,Sulfuric acid,584.0,Pounds,,
620,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2012,TRIS,32771SFTYK6CENT,Lead,0.0,Pounds,,
621,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2013,TRIS,32602PCRNC5002S,Allylamine,0.0,Pounds,,
622,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2011,TRIS,32206PRTCN151TA,"1,2,4-Trimethylbenzene",0.0,Pounds,,
623,"PORT CONSOLIDATED, INC.",30.36735,-81.63417,http://echo.epa.gov/detailed-facility-report?fid=110046123574,110046123574,2014,TRIS,3220WPRTCN452BE,Zinc compounds,0.0,Pounds,,
624,CHEMICAL SYSTEMS OF ORLANDO INCORPORATED,28.723333,-81.582306,http://echo.epa.gov/detailed-facility-report?fid=110000363008,110000363008,2018,TRIS,32798CHMCL6429W,"Certain glycol ethers, a limited set -- TRI",0.0,Pounds,,
625,LAYNE INLINER LLC,28.803967999999998,-81.294315,http://echo.epa.gov/detailed-facility-report?fid=110005637329,110005637329,2013,TRIS,32771LCLRM2531J,Styrene,1620.0,Pounds,,
626,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2016,TRIS,32602PCRNC5002S,Dicyclopentadiene,1.74,Pounds,,
627,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2017,TRIS,32602PCRNC5002S,Dicyclopentadiene,0.3,Pounds,,
628,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2013,TRIS,32236RCHHLWESTB,Dicyclopentadiene,333.0,Pounds,,
629,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2010,TRIS,32078GRGPCSTATE,Ammonia,100500.0,Pounds,,
630,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2018,TRIS,32771SFTYK6CENT,Lead,0.0,Pounds,,
631,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2009,TRIS,32771CRPPP31BRW,Hydrofluoric acid,500.0,Pounds,,
632,COASTAL AN OLDCASTLE CO,30.38022,-81.74084,http://echo.epa.gov/detailed-facility-report?fid=110067425806,110067425806,2015,TRIS,32219LDCST5959S,Lead,0.005,Pounds,,
633,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2013,TRIS,32078GRGPCSTATE,Polycyclic aromatic compounds -- TRI,100.0,Pounds,,
634,OLDCASTLE PRECAST INC.,30.38022,-81.74084,http://echo.epa.gov/detailed-facility-report?fid=110009691244,110009691244,2014,TRIS,32219LDCST5995S,Mercury compounds,0.0,Pounds,,
635,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2017,TRIS,32771SFTYK6CENT,Lead,0.0,Pounds,,
636,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2010,TRIS,32771CRPPP31BRW,Nickel,0.0,Pounds,,
637,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2015,TRIS,32078GRGPCSTATE,Hydrochloric acid,43000.0,Pounds,,
638,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2016,TRIS,32809VLVLN1929D,Benzene,0.0,Pounds,,
639,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2016,TRIS,32809VLVLN1929D,Cumene,0.0,Pounds,,
640,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2014,TRIS,32771CRPPP31BRW,Chromium,0.0,Pounds,,
641,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2016,TRIS,32206PRTCN151TA,Zinc compounds,0.0,Pounds,,
642,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2011,TRIS,32078GRGPCSTATE,Mercury compounds,6.0,Pounds,,
643,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2011,TRIS,32206PRTCN151TA,Toluene,0.0,Pounds,,
644,CEMEX CONSTRUCTION MATERIALS FLORIDA LLC,28.516848,-81.38330500000002,http://echo.epa.gov/detailed-facility-report?fid=110031269106,110031269106,2015,TRIS,3280WGRNTS435WE,Lead compounds,0.0,Pounds,,
645,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,110001737014,2013,TRIS,32208NTDST6825E,Lead,0.41,Pounds,,
646,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2016,TRIS,32078GRGPCSTATE,Dioxin and dioxin-like compounds -- TRI,0.0011346,Pounds,,
647,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2010,TRIS,32236RCHHLWESTB,Phthalic anhydride,30.0,Pounds,,
648,MODERN WELDING COMPANY OF FLORIDA,28.522340000000003,-81.38311,http://echo.epa.gov/detailed-facility-report?fid=110000363044,110000363044,2012,TRIS,32806MDRNW1801A,Styrene,7733.0,Pounds,,
649,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2015,TRIS,32809VLVLN1929D,Zinc compounds,0.0,Pounds,,
650,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2015,TRIS,32078GRGPCSTATE,Hydrogen sulfide,38000.0,Pounds,,
651,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2013,TRIS,32236RCHHLWESTB,Methanol,0.0,Pounds,,
652,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2012,TRIS,32206PRTCN151TA,"1,2,4-Trimethylbenzene",0.0,Pounds,,
653,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2014,TRIS,32208SCMGL601CR,Methanol,5.0,Pounds,,
654,AIRGAS USA LLC,30.343605,-81.749234,http://echo.epa.gov/detailed-facility-report?fid=110000362189,110000362189,2014,TRIS,32254RPRDS5837W,Ethylene,2162.0,Pounds,,
655,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2009,TRIS,32078GRGPCSTATE,Polycyclic aromatic compounds -- TRI,100.0,Pounds,,
656,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2018,TRIS,32206PRTCN151TA,Xylene,0.0,Pounds,,
657,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2011,TRIS,32236RCHHLWESTB,Cobalt compounds,0.0,Pounds,,
658,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,110005991178,2018,TRIS,32703TRQNT1818S,N-Methyl-2-pyrrolidone,2055.0,Pounds,,
659,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2014,TRIS,32771SFTYK6CENT,Benzo[ghi]perylene,0.0,Pounds,,
660,ARGOS USA,29.643887,-82.326252,http://echo.epa.gov/detailed-facility-report?fid=110005586277,110005586277,2011,TRIS,3260WGNSVL924SU,Lead,0.02052,Pounds,,
661,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2016,TRIS,32809VLVLN1929D,"1,2,4-Trimethylbenzene",0.0,Pounds,,
662,"OLDCASTLE LAWN AND GARDEN, INC.",29.826116,-81.659215,http://echo.epa.gov/detailed-facility-report?fid=110043694106,110043694106,2014,TRIS,3200WLDCSTPBX46,Lead compounds,0.0,Pounds,,
663,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2010,TRIS,32602PCRNC5002S,Hexane,1510.0,Pounds,,
664,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2014,TRIS,32602PCRNC5002S,Methanol,262.0,Pounds,,
665,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2016,TRIS,32771CRPPP31BRW,Chromium,0.0,Pounds,,
666,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,110000361821,2013,TRIS,32205MTLCN1100N,Lead,0.0,Pounds,,
667,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2017,TRIS,32206PRTCN151TA,Ethylbenzene,0.0,Pounds,,
668,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2017,TRIS,32206PRTCN151TA,Xylene,0.0,Pounds,,
669,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2013,TRIS,32602PCRNC5002S,Methanol,422.0,Pounds,,
670,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2015,TRIS,32078GRGPCSTATE,Catechol,0.0,Pounds,,
671,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2015,TRIS,32206WNSCR1035T,Polycyclic aromatic compounds -- TRI,3.71,Pounds,,
672,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,110000361821,2013,TRIS,32205MTLCN1100N,Hydrofluoric acid,115.0,Pounds,,
673,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2011,TRIS,32771SFTYK6CENT,Benzo[ghi]perylene,0.0,Pounds,,
674,CORK INDUSTRIES INC,30.325667,-81.743278,http://echo.epa.gov/detailed-facility-report?fid=110000362161,110000362161,2009,TRIS,32254CRKND5555W,Zinc compounds,0.0,Pounds,,
675,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2017,TRIS,32236RCHHLWESTB,"1,4-Dioxane",31.0,Pounds,,
676,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,110001737014,2009,TRIS,32208NTDST6825E,Lead compounds,0.3,Pounds,,
677,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2009,TRIS,32205NNCMP2051N,Hydrochloric acid,763.0,Pounds,,
678,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2016,TRIS,32206WNSCR1035T,Polycyclic aromatic compounds -- TRI,3.73,Pounds,,
679,COASTAL AN OLDCASTLE CO,30.38022,-81.74084,http://echo.epa.gov/detailed-facility-report?fid=110067425806,110067425806,2014,TRIS,32219LDCST5959S,Lead,0.0047,Pounds,,
680,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2014,TRIS,32205NNCMP2051N,Chlorine,353.0,Pounds,,
681,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2012,TRIS,32206WNSCR1035T,Copper compounds -- TRI,0.0,Pounds,,
682,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2015,TRIS,32078GRGPCSTATE,Lead compounds,41.0,Pounds,,
683,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2010,TRIS,32078GRGPCSTATE,Manganese compounds,270.0,Pounds,,
684,INSTEEL WIRE PRODUCTS COMPANY,30.35719000000001,-81.72299,http://echo.epa.gov/detailed-facility-report?fid=110043728794,110043728794,2018,TRIS,3225WNSTLW35MEL,Lead compounds,0.0,Pounds,,
685,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,110000361821,2015,TRIS,32205MTLCN1100N,"Certain glycol ethers, a limited set -- TRI",46885.0,Pounds,,
686,LAYNE INLINER LLC,28.803967999999998,-81.294315,http://echo.epa.gov/detailed-facility-report?fid=110005637329,110005637329,2016,TRIS,32771LCLRM2531J,Styrene,1700.0,Pounds,,
687,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2013,TRIS,32771CRPPP31BRW,Copper,0.0,Pounds,,
688,CHEMICAL SYSTEMS OF ORLANDO INCORPORATED,28.723333,-81.582306,http://echo.epa.gov/detailed-facility-report?fid=110000363008,110000363008,2015,TRIS,32798CHMCL6429W,Nitric acid,0.0,Pounds,,
