,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,PWSID,PWS_NAME,CITY_SERVED,STATE,STATE_NAME,PWS_TYPE_CODE,PWS_TYPE_SHORT,SOURCE_WATER,PWS_SIZE,POPULATION_SERVED_COUNT,FISCAL_YEAR,VIOLATION_NAME,VIOLATION_ID,RULE_NAME,BEGIN_YEAR,END_YEAR,RTC_YEAR,ACUTE_HEALTH_BASED,HEALTH_BASED,MONITORING_REPORTING,PUBLIC_NOTIF_OTHER
166,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,40,2012,"MCL, Monthly (TCR)",20120004560,TCR,2012,2012.0,2012.0,N,Y,N,N
167,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,PN Violation for NPDWR Violation,20160006041,PN rule,2014,,,N,N,N,Y
168,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"Monitoring, Source Water (GWR)",20160000195,GWR,2016,,2016.0,N,N,Y,N
169,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"Monitoring, Source Water (GWR)",20160000194,GWR,2016,,2016.0,N,N,Y,N
170,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"Monitoring, Source Water (GWR)",20160000196,GWR,2016,,2016.0,N,N,Y,N
171,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"MCL, Monthly (TCR)",20160000208,TCR,2016,2016.0,2016.0,N,Y,N,N
172,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"Monitoring, Repeat Major (TCR)",20160000209,TCR,2016,2016.0,2016.0,N,N,Y,N
173,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"Monitoring, Source Water (GWR)",20160000210,GWR,2016,,2016.0,N,N,Y,N
174,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"Monitoring, Source Water (GWR)",20160000187,GWR,2016,,2016.0,N,N,Y,N
175,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"Monitoring, Repeat Minor (TCR)",20160003335,TCR,2016,2016.0,2016.0,N,N,Y,N
176,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"MCL, Monthly (TCR)",20160003334,TCR,2016,2016.0,2016.0,N,Y,N,N
177,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,"Monitoring, Routine Major (TCR)",20160003983,TCR,2016,2016.0,2016.0,N,N,Y,N
178,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2016,Failure to Conduct Assessment Monitoring,20160004002,GWR,2016,2016.0,2016.0,N,N,Y,N
179,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,Failure to Conduct Assessment Monitoring,20120000224,GWR,2012,2012.0,2013.0,N,N,Y,N
180,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,Failure to Conduct Assessment Monitoring,20110005570,GWR,2011,2011.0,2013.0,N,N,Y,N
181,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,"Monitoring, Routine Major (TCR)",20120000223,TCR,2012,2012.0,2013.0,N,N,Y,N
182,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,43,2019,CCR Inadequate Reporting,20190011681,CCR,2019,,2019.0,N,N,N,Y
183,CAMP TRACEY,30.33042,-81.58752,http://echo.epa.gov/detailed-facility-report?fid=110013193515,FL2024897,CAMP TRACEY,GLEN ST. MARY,FL,Florida,CWS,Community,GW,Very Small,30,2011,CCR Inadequate Reporting,20040000201,CCR,2003,,2013.0,N,N,N,Y
184,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2012,"MCL, Monthly (TCR)",20110003050,TCR,2011,2011.0,2013.0,N,Y,N,N
185,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2012,"MCL, Average",20120000975,St1 DBP,2012,2012.0,2013.0,N,Y,N,N
186,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2012,Monitoring and Reporting (DBP),20120000296,St1 DBP,2011,2011.0,2013.0,N,N,Y,N
187,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2012,Monitoring and Reporting (DBP),20120000295,St1 DBP,2011,2011.0,2013.0,N,N,Y,N
188,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"MCL, Average",20180004676,St2 DBP,2018,2018.0,,N,Y,N,N
189,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"MCL, Average",20180000007,St2 DBP,2017,2017.0,,N,Y,N,N
190,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"Monitoring, Source Water (GWR)",20180007320,GWR,2018,,,N,N,Y,N
191,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"Monitoring, Source Water (GWR)",20180007319,GWR,2018,,,N,N,Y,N
192,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"Monitoring, Source Water (GWR)",20180007176,GWR,2018,,,N,N,Y,N
193,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"MCL, Average",20180009051,St2 DBP,2018,2018.0,,N,Y,N,N
194,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"Monitoring, Source Water (GWR)",20180007152,GWR,2018,,,N,N,Y,N
195,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"MCL, Average",20180012561,St2 DBP,2018,2018.0,,N,Y,N,N
196,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,PN Violation for NPDWR Violation,20160006041,PN rule,2014,,,N,N,N,Y
197,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"Monitoring, Routine (RTCR)",20180009484,RTCR,2018,2018.0,2018.0,N,N,Y,N
198,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"Monitoring, Routine (RTCR)",20180010922,RTCR,2018,2018.0,2018.0,N,N,Y,N
199,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2018,"MCL, Average",20180010921,St2 DBP,2018,2018.0,,N,Y,N,N
200,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20110004568,TCR,2011,2011.0,2011.0,N,N,Y,N
201,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Follow-up Or Routine LCR Tap M/R,20110004195,LCR,2011,,,N,N,Y,N
202,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20110004262,St1 DBP,2011,2011.0,,N,N,Y,N
203,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20110004212,St1 DBP,2011,2011.0,,N,N,Y,N
204,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20100005903,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
205,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20100005923,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
206,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100005212,TCR,2010,2010.0,2011.0,N,N,Y,N
207,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100004855,TCR,2010,2010.0,2011.0,N,N,Y,N
208,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20100004863,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
209,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Follow-up Or Routine LCR Tap M/R,20100004870,LCR,2010,,,N,N,Y,N
210,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20100004910,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
211,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100004543,TCR,2010,2010.0,2011.0,N,N,Y,N
212,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100004355,TCR,2010,2010.0,2011.0,N,N,Y,N
213,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100004015,TCR,2010,2010.0,2011.0,N,N,Y,N
214,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20100004051,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
215,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20100003982,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
216,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100003584,TCR,2010,2010.0,2011.0,N,N,Y,N
217,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100003280,TCR,2010,2010.0,2011.0,N,N,Y,N
218,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Regular",20100001990,Nitrates,2009,2010.0,2011.0,N,N,Y,N
219,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100001818,TCR,2010,2010.0,2011.0,N,N,Y,N
220,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Follow-up Or Routine LCR Tap M/R,20100002242,LCR,2009,,,N,N,Y,N
221,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20100001680,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
222,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20100001983,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
223,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20100000138,TCR,2010,2010.0,2011.0,N,N,Y,N
224,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20090005947,St1 DBP,2009,2009.0,,N,N,Y,N
225,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",20090005836,TCR,2009,2009.0,2011.0,N,N,Y,N
226,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20090005826,St1 DBP,2009,2009.0,,N,N,Y,N
227,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20090004496,St1 DBP,2009,2009.0,,N,N,Y,N
228,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20090004532,St1 DBP,2009,2009.0,,N,N,Y,N
229,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2017,PN Violation for NPDWR Violation,20160006050,PN rule,2016,,,N,N,N,Y
230,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2011,"MCL, Average",20090004512,St1 DBP,2009,2009.0,2011.0,N,Y,N,N
231,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2020,PN Violation for NPDWR Violation,20160006050,PN rule,2016,,,N,N,N,Y
232,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2017,"MCL, Average",20180000007,St2 DBP,2017,2017.0,,N,Y,N,N
233,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2017,PN Violation for NPDWR Violation,20160006041,PN rule,2014,,,N,N,N,Y
234,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2011,"Monitoring, Routine Major (TCR)",20070004623,TCR,2007,2007.0,,N,N,Y,N
235,STUDY ESTATES MHP,30.39957,-81.75395,http://echo.epa.gov/detailed-facility-report?fid=110006778594,FL2160654,STUDY ESTATES MHP,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,52,2011,"Monitoring, Repeat Major (TCR)",20080003480,TCR,2008,2008.0,,N,N,Y,N
236,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,40,2011,CCR Inadequate Reporting,20040000177,CCR,2003,,2013.0,N,N,N,Y
237,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,Follow-up Or Routine LCR Tap M/R,20110004225,LCR,2011,,2013.0,N,N,Y,N
238,JACKSONVILLE UNIVERSITY,30.35342,-81.604505,http://echo.epa.gov/detailed-facility-report?fid=110020959177,FL2160568,JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,Florida,CWS,Community,GW,Medium,3480,2018,CCR Inadequate Reporting,20040000176,CCR,2003,,,N,N,N,Y
239,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"MCL, Monthly (TCR)",20110003050,TCR,2011,2011.0,2013.0,N,Y,N,N
240,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2011,Monitoring and Reporting (DBP),20120000296,St1 DBP,2011,2011.0,2013.0,N,N,Y,N
241,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2011,Monitoring and Reporting (DBP),20120000295,St1 DBP,2011,2011.0,2013.0,N,N,Y,N
242,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2011,CCR Complete Failure to Report,20110004486,CCR,2011,,2011.0,N,N,N,Y
243,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2020,"MCL, Average",20180000007,St2 DBP,2017,2017.0,,N,Y,N,N
244,BLACK BEAR RESERVE,28.8781,-81.55634,http://echo.epa.gov/detailed-facility-report?fid=110013196978,FL3354938,BLACK BEAR RESERVE,EUSTIS,FL,Florida,CWS,Community,GW,Small,625,2011,"Monitoring, Regular",20120000978,Nitrates,2011,2012.0,2012.0,N,N,Y,N
245,COUNTRY SQUIRE MOBILE HOME PK,28.99248,-81.53888,http://echo.epa.gov/detailed-facility-report?fid=110013195808,FL3350249,COUNTRY SQUIRE MOBILE HOME PK,PAISLEY,FL,Florida,CWS,Community,GW,Very Small,240,2018,"Monitoring, Routine (RTCR)",20180009643,RTCR,2018,2018.0,2018.0,N,N,Y,N
246,COUNTRY SQUIRE MOBILE HOME PK,28.99248,-81.53888,http://echo.epa.gov/detailed-facility-report?fid=110013195808,FL3350249,COUNTRY SQUIRE MOBILE HOME PK,PAISLEY,FL,Florida,CWS,Community,GW,Very Small,240,2018,Failure to Conduct Assessment Monitoring,20180009653,GWR,2018,2018.0,2018.0,N,N,Y,N
247,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,43,2018,Failure to Conduct Assessment Monitoring,20180009061,GWR,2018,2018.0,2018.0,N,N,Y,N
